obj_type,vpid,snomed_id,bnf_code,dmd_name,bnf_name,form_route
amp,323792004,32201411000001108,0501021A0AAABAB,Cefaclor 125mg/5ml oral suspension (Niche Pharma Ltd),Cefaclor 125mg/5ml oral suspension,suspension.oral
amp,36134011000001105,37011000001109,0501021A0AAAJAJ,Cefaclor 125mg/5ml oral suspension sugar free (A A H Pharmaceuticals Ltd),Cefaclor 125mg/5ml oral suspension sugar free,suspension.oral
amp,36134011000001105,141511000001101,0501021A0AAAJAJ,Cefaclor 125mg/5ml oral suspension sugar free (Alliance Healthcare (Distribution) Ltd),Cefaclor 125mg/5ml oral suspension sugar free,suspension.oral
amp,36134011000001105,576111000001105,0501021A0AAAJAJ,Cefaclor 125mg/5ml oral suspension sugar free (Teva UK Ltd),Cefaclor 125mg/5ml oral suspension sugar free,suspension.oral
amp,36134011000001105,10309911000001103,0501021A0AAAJAJ,Cefaclor 125mg/5ml oral suspension sugar free (Focus Pharmaceuticals Ltd),Cefaclor 125mg/5ml oral suspension sugar free,suspension.oral
amp,36134011000001105,17867211000001105,0501021A0AAAJAJ,Cefaclor 125mg/5ml oral suspension sugar free (Phoenix Healthcare Distribution Ltd),Cefaclor 125mg/5ml oral suspension sugar free,suspension.oral
amp,323791006,233911000001105,0501021A0AAAAAA,Cefaclor 250mg capsules (Ranbaxy (UK) Ltd),Cefaclor 250mg capsules,capsule.oral
amp,323791006,270911000001104,0501021A0AAAAAA,Cefaclor 250mg capsules (Teva UK Ltd),Cefaclor 250mg capsules,capsule.oral
amp,323791006,275011000001109,0501021A0AAAAAA,Cefaclor 250mg capsules (A A H Pharmaceuticals Ltd),Cefaclor 250mg capsules,capsule.oral
amp,323791006,636511000001108,0501021A0AAAAAA,Cefaclor 250mg capsules (Kent Pharmaceuticals Ltd),Cefaclor 250mg capsules,capsule.oral
amp,323791006,813911000001109,0501021A0AAAAAA,Cefaclor 250mg capsules (Alliance Healthcare (Distribution) Ltd),Cefaclor 250mg capsules,capsule.oral
amp,323791006,10290911000001100,0501021A0AAAAAA,Cefaclor 250mg capsules (Focus Pharmaceuticals Ltd),Cefaclor 250mg capsules,capsule.oral
amp,323791006,17826511000001101,0501021A0AAAAAA,Cefaclor 250mg capsules (Phoenix Healthcare Distribution Ltd),Cefaclor 250mg capsules,capsule.oral
amp,323793009,5311000001107,0501021A0AAACAC,Cefaclor 250mg/5ml oral suspension (Kent Pharmaceuticals Ltd),Cefaclor 250mg/5ml oral suspension,suspension.oral
amp,323793009,400511000001101,0501021A0AAACAC,Cefaclor 250mg/5ml oral suspension (Ranbaxy (UK) Ltd),Cefaclor 250mg/5ml oral suspension,suspension.oral
amp,323793009,647311000001100,0501021A0AAACAC,Cefaclor 250mg/5ml oral suspension (Mylan),Cefaclor 250mg/5ml oral suspension,suspension.oral
amp,323793009,4114111000001106,0501021A0AAACAC,Cefaclor 250mg/5ml oral suspension (A A H Pharmaceuticals Ltd),Cefaclor 250mg/5ml oral suspension,suspension.oral
amp,323793009,8825311000001105,0501021A0AAACAC,Cefaclor 250mg/5ml oral suspension (Alliance Healthcare (Distribution) Ltd),Cefaclor 250mg/5ml oral suspension,suspension.oral
amp,323793009,18086111000001107,0501021A0AAACAC,Cefaclor 250mg/5ml oral suspension (Phoenix Healthcare Distribution Ltd),Cefaclor 250mg/5ml oral suspension,suspension.oral
amp,323793009,25834011000001102,0501021A0AAACAC,Cefaclor 250mg/5ml oral suspension (Ennogen Healthcare Ltd),Cefaclor 250mg/5ml oral suspension,suspension.oral
amp,323793009,31564611000001102,0501021A0AAACAC,Cefaclor 250mg/5ml oral suspension (J M McGill Ltd),Cefaclor 250mg/5ml oral suspension,suspension.oral
amp,323793009,32201711000001102,0501021A0AAACAC,Cefaclor 250mg/5ml oral suspension (Niche Pharma Ltd),Cefaclor 250mg/5ml oral suspension,suspension.oral
amp,36134111000001106,248911000001101,0501021A0AAAKAK,Cefaclor 250mg/5ml oral suspension sugar free (Teva UK Ltd),Cefaclor 250mg/5ml oral suspension sugar free,suspension.oral
amp,36134111000001106,594511000001101,0501021A0AAAKAK,Cefaclor 250mg/5ml oral suspension sugar free (Alliance Healthcare (Distribution) Ltd),Cefaclor 250mg/5ml oral suspension sugar free,suspension.oral
amp,36134111000001106,745411000001106,0501021A0AAAKAK,Cefaclor 250mg/5ml oral suspension sugar free (A A H Pharmaceuticals Ltd),Cefaclor 250mg/5ml oral suspension sugar free,suspension.oral
amp,36134111000001106,9764411000001109,0501021A0AAAKAK,Cefaclor 250mg/5ml oral suspension sugar free (Kent Pharmaceuticals Ltd),Cefaclor 250mg/5ml oral suspension sugar free,suspension.oral
amp,36134111000001106,10310111000001109,0501021A0AAAKAK,Cefaclor 250mg/5ml oral suspension sugar free (Focus Pharmaceuticals Ltd),Cefaclor 250mg/5ml oral suspension sugar free,suspension.oral
amp,36134111000001106,17867411000001109,0501021A0AAAKAK,Cefaclor 250mg/5ml oral suspension sugar free (Phoenix Healthcare Distribution Ltd),Cefaclor 250mg/5ml oral suspension sugar free,suspension.oral
amp,36134211000001100,168011000001109,0501021A0AAAGAG,Cefaclor 375mg modified-release tablets (Ranbaxy (UK) Ltd),Cefaclor 375mg modified-release tablets,tabletmodified-release.oral
amp,36134211000001100,804411000001101,0501021A0AAAGAG,Cefaclor 375mg modified-release tablets (Alliance Healthcare (Distribution) Ltd),Cefaclor 375mg modified-release tablets,tabletmodified-release.oral
amp,36134211000001100,3663611000001103,0501021A0AAAGAG,Cefaclor 375mg modified-release tablets (A A H Pharmaceuticals Ltd),Cefaclor 375mg modified-release tablets,tabletmodified-release.oral
amp,36134211000001100,4324111000001105,0501021A0AAAGAG,Cefaclor 375mg modified-release tablets (Kent Pharmaceuticals Ltd),Cefaclor 375mg modified-release tablets,tabletmodified-release.oral
amp,323795002,64011000001107,0501021A0AAAEAE,Cefaclor 500mg capsules (Alliance Healthcare (Distribution) Ltd),Cefaclor 500mg capsules,capsule.oral
amp,323795002,459111000001108,0501021A0AAAEAE,Cefaclor 500mg capsules (Teva UK Ltd),Cefaclor 500mg capsules,capsule.oral
amp,323795002,744311000001103,0501021A0AAAEAE,Cefaclor 500mg capsules (A A H Pharmaceuticals Ltd),Cefaclor 500mg capsules,capsule.oral
amp,323795002,923811000001104,0501021A0AAAEAE,Cefaclor 500mg capsules (Ranbaxy (UK) Ltd),Cefaclor 500mg capsules,capsule.oral
amp,323795002,4323911000001106,0501021A0AAAEAE,Cefaclor 500mg capsules (Kent Pharmaceuticals Ltd),Cefaclor 500mg capsules,capsule.oral
amp,323795002,10291411000001104,0501021A0AAAEAE,Cefaclor 500mg capsules (Focus Pharmaceuticals Ltd),Cefaclor 500mg capsules,capsule.oral
amp,323795002,15073011000001102,0501021A0AAAEAE,Cefaclor 500mg capsules (Sigma Pharmaceuticals Plc),Cefaclor 500mg capsules,capsule.oral
amp,323795002,17826711000001106,0501021A0AAAEAE,Cefaclor 500mg capsules (Phoenix Healthcare Distribution Ltd),Cefaclor 500mg capsules,capsule.oral
amp,323887008,6211000001105,0501021L0AAACAC,Cefalexin 125mg/5ml oral suspension (Teva UK Ltd),Cefalexin 125mg/5ml oral suspension,suspension.oral
amp,323887008,34311000001103,0501021L0AAACAC,Cefalexin 125mg/5ml oral suspension (Kent Pharmaceuticals Ltd),Cefalexin 125mg/5ml oral suspension,suspension.oral
amp,323887008,233111000001107,0501021L0AAACAC,Cefalexin 125mg/5ml oral suspension (Ranbaxy (UK) Ltd),Cefalexin 125mg/5ml oral suspension,suspension.oral
amp,323887008,534211000001106,0501021L0AAACAC,Cefalexin 125mg/5ml oral suspension (Alliance Healthcare (Distribution) Ltd),Cefalexin 125mg/5ml oral suspension,suspension.oral
amp,323887008,560011000001100,0501021L0AAACAC,Cefalexin 125mg/5ml oral suspension (Mylan),Cefalexin 125mg/5ml oral suspension,suspension.oral
amp,323887008,639611000001104,0501021L0AAACAC,Cefalexin 125mg/5ml oral suspension (A A H Pharmaceuticals Ltd),Cefalexin 125mg/5ml oral suspension,suspension.oral
amp,323887008,640011000001104,0501021L0AAACAC,Cefalexin 125mg/5ml oral suspension (Actavis UK Ltd),Cefalexin 125mg/5ml oral suspension,suspension.oral
amp,323887008,10456111000001106,0501021L0AAACAC,Cefalexin 125mg/5ml oral suspension (Arrow Generics Ltd),Cefalexin 125mg/5ml oral suspension,suspension.oral
amp,323887008,15073911000001103,0501021L0AAACAC,Cefalexin 125mg/5ml oral suspension (Sigma Pharmaceuticals Plc),Cefalexin 125mg/5ml oral suspension,suspension.oral
amp,323887008,18086311000001109,0501021L0AAACAC,Cefalexin 125mg/5ml oral suspension (Phoenix Healthcare Distribution Ltd),Cefalexin 125mg/5ml oral suspension,suspension.oral
amp,323887008,21826411000001101,0501021L0AAACAC,Cefalexin 125mg/5ml oral suspension (Waymade Healthcare Plc),Cefalexin 125mg/5ml oral suspension,suspension.oral
amp,323887008,22631711000001108,0501021L0AAACAC,Cefalexin 125mg/5ml oral suspension (DE Pharmaceuticals),Cefalexin 125mg/5ml oral suspension,suspension.oral
amp,323887008,30010411000001101,0501021L0AAACAC,Cefalexin 125mg/5ml oral suspension (Mawdsley-Brooks & Company Ltd),Cefalexin 125mg/5ml oral suspension,suspension.oral
amp,323887008,37510911000001102,0501021L0AAACAC,Cefalexin 125mg/5ml oral suspension (Flynn Pharma Ltd),Cefalexin 125mg/5ml oral suspension,suspension.oral
amp,4865011000001104,4861711000001104,0501021L0AAANAN,Cefalexin 125mg/5ml oral suspension sugar free (Teva UK Ltd),Cefalexin 125mg/5ml oral suspension sugar free,suspension.oral
amp,4865011000001104,11267111000001105,0501021L0AAANAN,Cefalexin 125mg/5ml oral suspension sugar free (PLIVA Pharma Ltd),Cefalexin 125mg/5ml oral suspension sugar free,suspension.oral
amp,4865011000001104,19188211000001106,0501021L0AAANAN,Cefalexin 125mg/5ml oral suspension sugar free (Milpharm Ltd),Cefalexin 125mg/5ml oral suspension sugar free,suspension.oral
amp,4865011000001104,35210711000001106,0501021L0AAANAN,Cefalexin 125mg/5ml oral suspension sugar free (Alliance Healthcare (Distribution) Ltd),Cefalexin 125mg/5ml oral suspension sugar free,suspension.oral
amp,4865011000001104,35227111000001103,0501021L0AAANAN,Cefalexin 125mg/5ml oral suspension sugar free (A A H Pharmaceuticals Ltd),Cefalexin 125mg/5ml oral suspension sugar free,suspension.oral
amp,323883007,3611000001101,0501021L0AAAAAA,Cefalexin 250mg capsules (IVAX Pharmaceuticals UK Ltd),Cefalexin 250mg capsules,capsule.oral
amp,323883007,34811000001107,0501021L0AAAAAA,Cefalexin 250mg capsules (Actavis UK Ltd),Cefalexin 250mg capsules,capsule.oral
amp,323883007,216811000001100,0501021L0AAAAAA,Cefalexin 250mg capsules (Mylan),Cefalexin 250mg capsules,capsule.oral
amp,323883007,606011000001105,0501021L0AAAAAA,Cefalexin 250mg capsules (Alliance Healthcare (Distribution) Ltd),Cefalexin 250mg capsules,capsule.oral
amp,323883007,612311000001107,0501021L0AAAAAA,Cefalexin 250mg capsules (Ranbaxy (UK) Ltd),Cefalexin 250mg capsules,capsule.oral
amp,323883007,716611000001106,0501021L0AAAAAA,Cefalexin 250mg capsules (A A H Pharmaceuticals Ltd),Cefalexin 250mg capsules,capsule.oral
amp,323883007,758111000001108,0501021L0AAAAAA,Cefalexin 250mg capsules (Teva UK Ltd),Cefalexin 250mg capsules,capsule.oral
amp,323883007,763611000001104,0501021L0AAAAAA,Cefalexin 250mg capsules (Kent Pharmaceuticals Ltd),Cefalexin 250mg capsules,capsule.oral
amp,323883007,9376611000001109,0501021L0AAAAAA,Cefalexin 250mg capsules (PLIVA Pharma Ltd),Cefalexin 250mg capsules,capsule.oral
amp,323883007,10388711000001105,0501021L0AAAAAA,Cefalexin 250mg capsules (Arrow Generics Ltd),Cefalexin 250mg capsules,capsule.oral
amp,323883007,17851911000001102,0501021L0AAAAAA,Cefalexin 250mg capsules (Phoenix Healthcare Distribution Ltd),Cefalexin 250mg capsules,capsule.oral
amp,323883007,19187811000001108,0501021L0AAAAAA,Cefalexin 250mg capsules (Milpharm Ltd),Cefalexin 250mg capsules,capsule.oral
amp,323883007,21822811000001100,0501021L0AAAAAA,Cefalexin 250mg capsules (Waymade Healthcare Plc),Cefalexin 250mg capsules,capsule.oral
amp,323883007,22631111000001107,0501021L0AAAAAA,Cefalexin 250mg capsules (DE Pharmaceuticals),Cefalexin 250mg capsules,capsule.oral
amp,323883007,27996311000001105,0501021L0AAAAAA,Cefalexin 250mg capsules (Lupin Healthcare (UK) Ltd),Cefalexin 250mg capsules,capsule.oral
amp,323883007,29782311000001109,0501021L0AAAAAA,Cefalexin 250mg capsules (Sigma Pharmaceuticals Plc),Cefalexin 250mg capsules,capsule.oral
amp,323883007,30009611000001106,0501021L0AAAAAA,Cefalexin 250mg capsules (Mawdsley-Brooks & Company Ltd),Cefalexin 250mg capsules,capsule.oral
amp,323883007,37509711000001109,0501021L0AAAAAA,Cefalexin 250mg capsules (Flynn Pharma Ltd),Cefalexin 250mg capsules,capsule.oral
amp,323885000,232811000001108,0501021L0AAAGAG,Cefalexin 250mg tablets (Ranbaxy (UK) Ltd),Cefalexin 250mg tablets,tablet.oral
amp,323885000,360811000001108,0501021L0AAAGAG,Cefalexin 250mg tablets (IVAX Pharmaceuticals UK Ltd),Cefalexin 250mg tablets,tablet.oral
amp,323885000,362911000001104,0501021L0AAAGAG,Cefalexin 250mg tablets (Teva UK Ltd),Cefalexin 250mg tablets,tablet.oral
amp,323885000,427011000001102,0501021L0AAAGAG,Cefalexin 250mg tablets (Mylan),Cefalexin 250mg tablets,tablet.oral
amp,323885000,483611000001107,0501021L0AAAGAG,Cefalexin 250mg tablets (Kent Pharmaceuticals Ltd),Cefalexin 250mg tablets,tablet.oral
amp,323885000,600911000001106,0501021L0AAAGAG,Cefalexin 250mg tablets (Alliance Healthcare (Distribution) Ltd),Cefalexin 250mg tablets,tablet.oral
amp,323885000,719911000001109,0501021L0AAAGAG,Cefalexin 250mg tablets (A A H Pharmaceuticals Ltd),Cefalexin 250mg tablets,tablet.oral
amp,323885000,924811000001101,0501021L0AAAGAG,Cefalexin 250mg tablets (Actavis UK Ltd),Cefalexin 250mg tablets,tablet.oral
amp,323885000,10389111000001102,0501021L0AAAGAG,Cefalexin 250mg tablets (Arrow Generics Ltd),Cefalexin 250mg tablets,tablet.oral
amp,323885000,11267511000001101,0501021L0AAAGAG,Cefalexin 250mg tablets (PLIVA Pharma Ltd),Cefalexin 250mg tablets,tablet.oral
amp,323885000,15052511000001101,0501021L0AAAGAG,Cefalexin 250mg tablets (Sigma Pharmaceuticals Plc),Cefalexin 250mg tablets,tablet.oral
amp,323885000,17852311000001107,0501021L0AAAGAG,Cefalexin 250mg tablets (Phoenix Healthcare Distribution Ltd),Cefalexin 250mg tablets,tablet.oral
amp,323885000,21827211000001103,0501021L0AAAGAG,Cefalexin 250mg tablets (Waymade Healthcare Plc),Cefalexin 250mg tablets,tablet.oral
amp,323885000,22631911000001105,0501021L0AAAGAG,Cefalexin 250mg tablets (DE Pharmaceuticals),Cefalexin 250mg tablets,tablet.oral
amp,323885000,37510511000001109,0501021L0AAAGAG,Cefalexin 250mg tablets (Flynn Pharma Ltd),Cefalexin 250mg tablets,tablet.oral
amp,323888003,158511000001109,0501021L0AAADAD,Cefalexin 250mg/5ml oral suspension (Alliance Healthcare (Distribution) Ltd),Cefalexin 250mg/5ml oral suspension,suspension.oral
amp,323888003,344611000001109,0501021L0AAADAD,Cefalexin 250mg/5ml oral suspension (Teva UK Ltd),Cefalexin 250mg/5ml oral suspension,suspension.oral
amp,323888003,707211000001109,0501021L0AAADAD,Cefalexin 250mg/5ml oral suspension (Actavis UK Ltd),Cefalexin 250mg/5ml oral suspension,suspension.oral
amp,323888003,728211000001103,0501021L0AAADAD,Cefalexin 250mg/5ml oral suspension (Ranbaxy (UK) Ltd),Cefalexin 250mg/5ml oral suspension,suspension.oral
amp,323888003,800711000001101,0501021L0AAADAD,Cefalexin 250mg/5ml oral suspension (A A H Pharmaceuticals Ltd),Cefalexin 250mg/5ml oral suspension,suspension.oral
amp,323888003,835511000001109,0501021L0AAADAD,Cefalexin 250mg/5ml oral suspension (Kent Pharmaceuticals Ltd),Cefalexin 250mg/5ml oral suspension,suspension.oral
amp,323888003,887911000001102,0501021L0AAADAD,Cefalexin 250mg/5ml oral suspension (Mylan),Cefalexin 250mg/5ml oral suspension,suspension.oral
amp,323888003,10456311000001108,0501021L0AAADAD,Cefalexin 250mg/5ml oral suspension (Arrow Generics Ltd),Cefalexin 250mg/5ml oral suspension,suspension.oral
amp,323888003,15074111000001104,0501021L0AAADAD,Cefalexin 250mg/5ml oral suspension (Sigma Pharmaceuticals Plc),Cefalexin 250mg/5ml oral suspension,suspension.oral
amp,323888003,18086511000001103,0501021L0AAADAD,Cefalexin 250mg/5ml oral suspension (Phoenix Healthcare Distribution Ltd),Cefalexin 250mg/5ml oral suspension,suspension.oral
amp,323888003,21826611000001103,0501021L0AAADAD,Cefalexin 250mg/5ml oral suspension (Waymade Healthcare Plc),Cefalexin 250mg/5ml oral suspension,suspension.oral
amp,323888003,30010611000001103,0501021L0AAADAD,Cefalexin 250mg/5ml oral suspension (Mawdsley-Brooks & Company Ltd),Cefalexin 250mg/5ml oral suspension,suspension.oral
amp,323888003,30136211000001103,0501021L0AAADAD,Cefalexin 250mg/5ml oral suspension (DE Pharmaceuticals),Cefalexin 250mg/5ml oral suspension,suspension.oral
amp,323888003,37510711000001104,0501021L0AAADAD,Cefalexin 250mg/5ml oral suspension (Flynn Pharma Ltd),Cefalexin 250mg/5ml oral suspension,suspension.oral
amp,4515811000001108,4514011000001101,0501021L0AAAPAP,Cefalexin 250mg/5ml oral suspension sugar free (Teva UK Ltd),Cefalexin 250mg/5ml oral suspension sugar free,suspension.oral
amp,4515811000001108,11267311000001107,0501021L0AAAPAP,Cefalexin 250mg/5ml oral suspension sugar free (PLIVA Pharma Ltd),Cefalexin 250mg/5ml oral suspension sugar free,suspension.oral
amp,4515811000001108,19188411000001105,0501021L0AAAPAP,Cefalexin 250mg/5ml oral suspension sugar free (Milpharm Ltd),Cefalexin 250mg/5ml oral suspension sugar free,suspension.oral
amp,4515811000001108,35210911000001108,0501021L0AAAPAP,Cefalexin 250mg/5ml oral suspension sugar free (Alliance Healthcare (Distribution) Ltd),Cefalexin 250mg/5ml oral suspension sugar free,suspension.oral
amp,4515811000001108,35215211000001108,0501021L0AAAPAP,Cefalexin 250mg/5ml oral suspension sugar free (A A H Pharmaceuticals Ltd),Cefalexin 250mg/5ml oral suspension sugar free,suspension.oral
amp,323884001,86911000001101,0501021L0AAABAB,Cefalexin 500mg capsules (Mylan),Cefalexin 500mg capsules,capsule.oral
amp,323884001,305811000001101,0501021L0AAABAB,Cefalexin 500mg capsules (Ranbaxy (UK) Ltd),Cefalexin 500mg capsules,capsule.oral
amp,323884001,324911000001101,0501021L0AAABAB,Cefalexin 500mg capsules (Alliance Healthcare (Distribution) Ltd),Cefalexin 500mg capsules,capsule.oral
amp,323884001,587511000001105,0501021L0AAABAB,Cefalexin 500mg capsules (Teva UK Ltd),Cefalexin 500mg capsules,capsule.oral
amp,323884001,596511000001107,0501021L0AAABAB,Cefalexin 500mg capsules (Actavis UK Ltd),Cefalexin 500mg capsules,capsule.oral
amp,323884001,648411000001106,0501021L0AAABAB,Cefalexin 500mg capsules (IVAX Pharmaceuticals UK Ltd),Cefalexin 500mg capsules,capsule.oral
amp,323884001,660211000001101,0501021L0AAABAB,Cefalexin 500mg capsules (A A H Pharmaceuticals Ltd),Cefalexin 500mg capsules,capsule.oral
amp,323884001,850211000001103,0501021L0AAABAB,Cefalexin 500mg capsules (Kent Pharmaceuticals Ltd),Cefalexin 500mg capsules,capsule.oral
amp,323884001,9376411000001106,0501021L0AAABAB,Cefalexin 500mg capsules (PLIVA Pharma Ltd),Cefalexin 500mg capsules,capsule.oral
amp,323884001,10388911000001107,0501021L0AAABAB,Cefalexin 500mg capsules (Arrow Generics Ltd),Cefalexin 500mg capsules,capsule.oral
amp,323884001,17852111000001105,0501021L0AAABAB,Cefalexin 500mg capsules (Phoenix Healthcare Distribution Ltd),Cefalexin 500mg capsules,capsule.oral
amp,323884001,19188011000001101,0501021L0AAABAB,Cefalexin 500mg capsules (Milpharm Ltd),Cefalexin 500mg capsules,capsule.oral
amp,323884001,21823311000001104,0501021L0AAABAB,Cefalexin 500mg capsules (Waymade Healthcare Plc),Cefalexin 500mg capsules,capsule.oral
amp,323884001,22631511000001103,0501021L0AAABAB,Cefalexin 500mg capsules (DE Pharmaceuticals),Cefalexin 500mg capsules,capsule.oral
amp,323884001,27996611000001100,0501021L0AAABAB,Cefalexin 500mg capsules (Lupin Healthcare (UK) Ltd),Cefalexin 500mg capsules,capsule.oral
amp,323884001,29782711000001108,0501021L0AAABAB,Cefalexin 500mg capsules (Sigma Pharmaceuticals Plc),Cefalexin 500mg capsules,capsule.oral
amp,323884001,30010111000001106,0501021L0AAABAB,Cefalexin 500mg capsules (Mawdsley-Brooks & Company Ltd),Cefalexin 500mg capsules,capsule.oral
amp,323884001,37510111000001100,0501021L0AAABAB,Cefalexin 500mg capsules (Flynn Pharma Ltd),Cefalexin 500mg capsules,capsule.oral
amp,323886004,149411000001104,0501021L0AAAHAH,Cefalexin 500mg tablets (Actavis UK Ltd),Cefalexin 500mg tablets,tablet.oral
amp,323886004,199411000001106,0501021L0AAAHAH,Cefalexin 500mg tablets (Teva UK Ltd),Cefalexin 500mg tablets,tablet.oral
amp,323886004,331411000001105,0501021L0AAAHAH,Cefalexin 500mg tablets (Kent Pharmaceuticals Ltd),Cefalexin 500mg tablets,tablet.oral
amp,323886004,452411000001109,0501021L0AAAHAH,Cefalexin 500mg tablets (Mylan),Cefalexin 500mg tablets,tablet.oral
amp,323886004,652611000001105,0501021L0AAAHAH,Cefalexin 500mg tablets (A A H Pharmaceuticals Ltd),Cefalexin 500mg tablets,tablet.oral
amp,323886004,687811000001103,0501021L0AAAHAH,Cefalexin 500mg tablets (Ranbaxy (UK) Ltd),Cefalexin 500mg tablets,tablet.oral
amp,323886004,863911000001108,0501021L0AAAHAH,Cefalexin 500mg tablets (Alliance Healthcare (Distribution) Ltd),Cefalexin 500mg tablets,tablet.oral
amp,323886004,887511000001109,0501021L0AAAHAH,Cefalexin 500mg tablets (IVAX Pharmaceuticals UK Ltd),Cefalexin 500mg tablets,tablet.oral
amp,323886004,10389411000001107,0501021L0AAAHAH,Cefalexin 500mg tablets (Arrow Generics Ltd),Cefalexin 500mg tablets,tablet.oral
amp,323886004,11267711000001106,0501021L0AAAHAH,Cefalexin 500mg tablets (PLIVA Pharma Ltd),Cefalexin 500mg tablets,tablet.oral
amp,323886004,17852511000001101,0501021L0AAAHAH,Cefalexin 500mg tablets (Phoenix Healthcare Distribution Ltd),Cefalexin 500mg tablets,tablet.oral
amp,323886004,21830211000001100,0501021L0AAAHAH,Cefalexin 500mg tablets (Waymade Healthcare Plc),Cefalexin 500mg tablets,tablet.oral
amp,323886004,22632111000001102,0501021L0AAAHAH,Cefalexin 500mg tablets (DE Pharmaceuticals),Cefalexin 500mg tablets,tablet.oral
amp,323886004,29782911000001105,0501021L0AAAHAH,Cefalexin 500mg tablets (Sigma Pharmaceuticals Plc),Cefalexin 500mg tablets,tablet.oral
amp,323886004,37510311000001103,0501021L0AAAHAH,Cefalexin 500mg tablets (Flynn Pharma Ltd),Cefalexin 500mg tablets,tablet.oral
amp,36134311000001108,8825611000001100,0501021L0AAAEAE,Cefalexin 500mg/5ml oral suspension (Kent Pharmaceuticals Ltd),Cefalexin 500mg/5ml oral suspension,suspension.oral
amp,36134311000001108,15074311000001102,0501021L0AAAEAE,Cefalexin 500mg/5ml oral suspension (Sigma Pharmaceuticals Plc),Cefalexin 500mg/5ml oral suspension,suspension.oral
amp,36134311000001108,21825911000001102,0501021L0AAAEAE,Cefalexin 500mg/5ml oral suspension (Waymade Healthcare Plc),Cefalexin 500mg/5ml oral suspension,suspension.oral
amp,36134311000001108,30769411000001109,0501021L0AAAEAE,Cefalexin 500mg/5ml oral suspension (Ennogen Healthcare Ltd),Cefalexin 500mg/5ml oral suspension,suspension.oral
amp,36134311000001108,31565211000001103,0501021L0AAAEAE,Cefalexin 500mg/5ml oral suspension (J M McGill Ltd),Cefalexin 500mg/5ml oral suspension,suspension.oral
amp,36134311000001108,32202211000001102,0501021L0AAAEAE,Cefalexin 500mg/5ml oral suspension (Niche Pharma Ltd),Cefalexin 500mg/5ml oral suspension,suspension.oral
amp,323869005,9547111000001104,0501021K0AAABAB,Cefuroxime 250mg tablets (Sandoz Ltd),Cefuroxime 250mg tablets,tablet.oral
amp,323869005,10096411000001100,0501021K0AAABAB,Cefuroxime 250mg tablets (A A H Pharmaceuticals Ltd),Cefuroxime 250mg tablets,tablet.oral
amp,323869005,10271811000001105,0501021K0AAABAB,Cefuroxime 250mg tablets (Alliance Healthcare (Distribution) Ltd),Cefuroxime 250mg tablets,tablet.oral
amp,323869005,10885511000001106,0501021K0AAABAB,Cefuroxime 250mg tablets (Teva UK Ltd),Cefuroxime 250mg tablets,tablet.oral
amp,323869005,13743011000001107,0501021K0AAABAB,Cefuroxime 250mg tablets (Tillomed Laboratories Ltd),Cefuroxime 250mg tablets,tablet.oral
amp,323869005,15074511000001108,0501021K0AAABAB,Cefuroxime 250mg tablets (Sigma Pharmaceuticals Plc),Cefuroxime 250mg tablets,tablet.oral
amp,323869005,17853111000001104,0501021K0AAABAB,Cefuroxime 250mg tablets (Phoenix Healthcare Distribution Ltd),Cefuroxime 250mg tablets,tablet.oral
amp,323869005,19712711000001106,0501021K0AAABAB,Cefuroxime 250mg tablets (DE Pharmaceuticals),Cefuroxime 250mg tablets,tablet.oral
amp,323869005,21831411000001105,0501021K0AAABAB,Cefuroxime 250mg tablets (Waymade Healthcare Plc),Cefuroxime 250mg tablets,tablet.oral
amp,323869005,30011011000001101,0501021K0AAABAB,Cefuroxime 250mg tablets (Mawdsley-Brooks & Company Ltd),Cefuroxime 250mg tablets,tablet.oral
amp,323887008,96011000001104,0501021L0BBAHAC,Ceporex 125mg/5ml syrup (Strides Pharma UK Ltd),Ceporex 125mg/5ml syrup,suspension.oral
amp,323883007,904711000001102,0501021L0BBAAAA,Ceporex 250mg capsules (Strides Pharma UK Ltd),Ceporex 250mg capsules,capsule.oral
amp,323885000,474311000001107,0501021L0BBACAG,Ceporex 250mg tablets (Strides Pharma UK Ltd),Ceporex 250mg tablets,tablet.oral
amp,323888003,875311000001101,0501021L0BBAIAD,Ceporex 250mg/5ml syrup (Strides Pharma UK Ltd),Ceporex 250mg/5ml syrup,suspension.oral
amp,323884001,343411000001108,0501021L0BBABAB,Ceporex 500mg capsules (Strides Pharma UK Ltd),Ceporex 500mg capsules,capsule.oral
amp,323886004,471811000001100,0501021L0BBADAH,Ceporex 500mg tablets (Strides Pharma UK Ltd),Ceporex 500mg tablets,tablet.oral
amp,36134311000001108,3234011000001103,0501021L0BBAJAE,Ceporex 500mg/5ml syrup (Strides Pharma UK Ltd),Ceporex 500mg/5ml syrup,suspension.oral
amp,324600002,130511000001107,0501120L0AAAGAG,Ciprofloxacin 100mg tablets (Alliance Healthcare (Distribution) Ltd),Ciprofloxacin 100mg tablets,tablet.oral
amp,324600002,227611000001105,0501120L0AAAGAG,Ciprofloxacin 100mg tablets (Actavis UK Ltd),Ciprofloxacin 100mg tablets,tablet.oral
amp,324600002,671111000001105,0501120L0AAAGAG,Ciprofloxacin 100mg tablets (Sterwin Medicines),Ciprofloxacin 100mg tablets,tablet.oral
